"attribution_id","incident_id","attribution_year","attribution_month","attribution_day","attribution_date","attribution_basis","attribution_type","attribution_subtype","attributing_country","attributing_actor","attributing_company","settled_attribution","initiator_name","initiator_alpha_2","initiator_country","initiator_category","initiator_subcategory"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Canada","Cybersecurity and Infrastructure Security Agency (CISA)","Not available",False,"Najee Technology Hooshmand Fater LLC","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","Cybersecurity and Infrastructure Security Agency (CISA)","Not available",False,"Najee Technology Hooshmand Fater LLC","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Australia","United Kingdom’s National Cyber Security Centre (NCSC)","Not available",False,"Iran Revolutionary Guard Corps","IR","Iran, Islamic Republic of","State","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","Cybersecurity and Infrastructure Security Agency (CISA)","Not available",False,"Afkar System Yazd Company","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Australia","Canadian Centre for Cyber Security (CCCS)","Not available",False,"Iran Revolutionary Guard Corps","IR","Iran, Islamic Republic of","State","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","Cybersecurity and Infrastructure Security Agency (CISA)","Not available",False,"Iran Revolutionary Guard Corps","IR","Iran, Islamic Republic of","State","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","Department of the Treasury’s Office of Foreign Assets Control (OFAC)","Not available",False,"Najee Technology Hooshmand Fater LLC","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","Department of the Treasury’s Office of Foreign Assets Control (OFAC)","Not available",False,"Afkar System Yazd Company","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Australia","Department of the Treasury’s Office of Foreign Assets Control (OFAC)","Not available",False,"Najee Technology Hooshmand Fater LLC","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","Department of the Treasury’s Office of Foreign Assets Control (OFAC)","Not available",False,"Iran Revolutionary Guard Corps","IR","Iran, Islamic Republic of","State","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","Federal Bureau of Investigation (FBI)","Not available",False,"Najee Technology Hooshmand Fater LLC","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Australia"," US Cyber Command (USCC / US CYCOM)","Not available",False,"Iran Revolutionary Guard Corps","IR","Iran, Islamic Republic of","State","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Australia","Cyber National Mission Force (CNMF)","Not available",False,"Najee Technology Hooshmand Fater LLC","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","Federal Bureau of Investigation (FBI)","Not available",False,"Afkar System Yazd Company","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Australia","United Kingdom’s National Cyber Security Centre (NCSC)","Not available",False,"Najee Technology Hooshmand Fater LLC","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Australia","Cybersecurity and Infrastructure Security Agency (CISA)","Not available",False,"Iran Revolutionary Guard Corps","IR","Iran, Islamic Republic of","State","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Australia","United Kingdom’s National Cyber Security Centre (NCSC)","Not available",False,"Afkar System Yazd Company","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Canada"," US Cyber Command (USCC / US CYCOM)","Not available",False,"Afkar System Yazd Company","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12410,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Domestic legal action","Sanctions","United States","US Department of the Treasury","Not available",False,"Afkar System Yazd Company","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12410,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Domestic legal action","Sanctions","United States","US Department of the Treasury","Not available",False,"Najee Technology Hooshmand Fater LLC","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12410,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Domestic legal action","Sanctions","United States","US Department of the Treasury","Not available",False,"Mohammad Shakeri-Ashtijeh (Shakeri)","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12410,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Domestic legal action","Sanctions","United States","US Department of the Treasury","Not available",False,"Aliakbar Rashidi-Barjini (Rashidi)","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12410,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Domestic legal action","Sanctions","United States","US Department of the Treasury","Not available",False,"Amir Hossein Nikaeen Ravari (Nikaeen)","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12410,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Domestic legal action","Sanctions","United States","US Department of the Treasury","Not available",False,"Mostafa Haji Hosseini (Mostafa)","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12410,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Domestic legal action","Sanctions","United States","US Department of the Treasury","Not available",False,"Mojtaba Haji Hosseini (Mojtaba)","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12410,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Domestic legal action","Sanctions","United States","US Department of the Treasury","Not available",False,"Mo’in Mahdavi (Mahdavi)","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12410,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Domestic legal action","Sanctions","United States","US Department of the Treasury","Not available",False,"Ali Agha-Ahmadi (Ali Ahmadi)","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12410,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Domestic legal action","Sanctions","United States","US Department of the Treasury","Not available",False,"Mohammad Agha Ahmadi (Mohammad Ahmadi)","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12411,1493,"2022","9","14","2022-9-14","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","Secureworks","Not available",False,"Afkar System Yazd Company < COBALT MIRAGE","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12411,1493,"2022","9","14","2022-9-14","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","Secureworks","Not available",False,"Najee Technology Hooshmand Fater LLC < COBALT MIRAGE","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12411,1493,"2022","9","14","2022-9-14","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","Secureworks","Not available",False,"Secnerd < COBALT MIRAGE","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12411,1493,"2022","9","14","2022-9-14","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","Secureworks","Not available",False,"Iran Revolutionary Guard Corps","Unknown","Unknown","State","Not available"
